,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageYrBlt,HalfBath,Id,KitchenAbvGr,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,SalePrice,ScreenPorch,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SqrtLotArea,GarageArea_Cars,1stFlrSF_TotalBsmtSF,BedroomAbvGr_TotRmsAbvGrd,2ndFlrSF_GrLivArea,OverallQual_OverallQual,OverallQual_BedroomAbvGr_TotRmsAbvGrd,OverallQual_1stFlrSF,OverallQual_GarageArea,OverallQual_FullBath,OverallQual_YearBuilt,BedroomAbvGr_TotRmsAbvGrd_BedroomAbvGr_TotRmsAbvGrd,BedroomAbvGr_TotRmsAbvGrd_1stFlrSF,BedroomAbvGr_TotRmsAbvGrd_GarageArea,BedroomAbvGr_TotRmsAbvGrd_FullBath,BedroomAbvGr_TotRmsAbvGrd_YearBuilt,1stFlrSF_1stFlrSF,1stFlrSF_GarageArea,1stFlrSF_FullBath,1stFlrSF_YearBuilt,GarageArea_GarageArea,GarageArea_FullBath,GarageArea_YearBuilt,FullBath_FullBath,FullBath_YearBuilt,YearBuilt_YearBuilt,Alley_None,Alley_Grvl,Alley_Pave,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,BsmtCond_TA,BsmtCond_Gd,BsmtCond_None,BsmtCond_Fa,BsmtCond_Po,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_None,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_None,BsmtFinType1_LwQ,BsmtFinType2_Unf,BsmtFinType2_BLQ,BsmtFinType2_None,BsmtFinType2_ALQ,BsmtFinType2_Rec,BsmtFinType2_LwQ,BsmtFinType2_GLQ,BsmtQual_Gd,BsmtQual_TA,BsmtQual_Ex,BsmtQual_None,BsmtQual_Fa,CentralAir_Y,CentralAir_N,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,Electrical_SBrkr,Electrical_FuseF,Electrical_FuseA,Electrical_FuseP,Electrical_Mix,ExterCond_TA,ExterCond_Gd,ExterCond_Fa,ExterCond_Po,ExterCond_Ex,ExterQual_Gd,ExterQual_TA,ExterQual_Ex,ExterQual_Fa,Exterior1st_VinylSd,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_AsbShng,Exterior1st_Stucco,Exterior1st_BrkComm,Exterior1st_AsphShn,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_CBlock,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_Wd Shng,Exterior2nd_HdBoard,Exterior2nd_Plywood,Exterior2nd_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_BrkFace,Exterior2nd_Stucco,Exterior2nd_AsbShng,Exterior2nd_Brk Cmn,Exterior2nd_ImStucc,Exterior2nd_AsphShn,Exterior2nd_Stone,Exterior2nd_Other,Exterior2nd_CBlock,Fence_None,Fence_MnPrv,Fence_GdWo,Fence_GdPrv,Fence_MnWw,FireplaceQu_None,FireplaceQu_TA,FireplaceQu_Gd,FireplaceQu_Fa,FireplaceQu_Ex,FireplaceQu_Po,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,Foundation_Wood,Foundation_Slab,Foundation_Stone,Functional_Typ,Functional_Min1,Functional_Maj1,Functional_Min2,Functional_Mod,Functional_Maj2,Functional_Sev,GarageCond_TA,GarageCond_Fa,GarageCond_None,GarageCond_Gd,GarageCond_Po,GarageCond_Ex,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,GarageFinish_None,GarageQual_TA,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Ex,GarageQual_Po,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_None,GarageType_Basment,GarageType_2Types,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Heating_OthW,Heating_Floor,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_TA,HeatingQC_Fa,HeatingQC_Po,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa,LandContour_Lvl,LandContour_Bnk,LandContour_Low,LandContour_HLS,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Inside,LotConfig_FR2,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,LotShape_Reg,LotShape_IR1,LotShape_IR2,LotShape_IR3,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_BrkCmn,MiscFeature_None,MiscFeature_Shed,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_TenC,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,PavedDrive_Y,PavedDrive_N,PavedDrive_P,PoolQC_None,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,RoofMatl_CompShg,RoofMatl_WdShngl,RoofMatl_Metal,RoofMatl_WdShake,RoofMatl_Membran,RoofMatl_Tar&Grv,RoofMatl_Roll,RoofMatl_ClyTile,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleType_WD,SaleType_New,SaleType_COD,SaleType_ConLD,SaleType_ConLI,SaleType_CWD,SaleType_ConLw,SaleType_Con,SaleType_Oth,Street_Pave,Street_Grvl,Utilities_AllPub,Utilities_NoSeWa
0,0.18037318590186593,0.4135593220338983,0.0,0.375,0.30856643356643354,0.0,0.3333333333333333,0.0,0.0642123287671233,0.0,0.0,0.5,0.3682795698924731,0.9075668328047123,0.5,0.0,0.3333333333333333,0.27672955974842767,0.0,0.23529411764705882,0.1225,0.0,0.09090909090909091,0.11151736745886655,0.5,0.6666666666666666,0.0,0.24107762810720734,0.0,0.0,0.9492753623188406,0.8833333333333333,0.5,0.365750999795073,0.36496350364963503,0.38736935188710536,0.6153846153846154,0.8903591682419659,0.48484848484848486,0.7307692307692307,0.18224569992913742,0.27052186177715093,0.4666666666666667,0.6659511228533685,0.14792899408284024,0.8679935168778615,0.8173576856419145,0.6296296296296297,0.6163423230156297,0.06025943043886032,0.13263951844317548,0.17678645187938868,0.1841807878326954,0.13562984160018499,0.30444444444444446,0.3838001969274837,0.25,0.50075,0.9475636344630364,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.3206634416033172,0.0,0.0,0.375,0.42744755244755245,0.0,0.0,0.5,0.12157534246575342,0.0,0.25,0.5,0.30913978494623656,0.8953330312641595,0.0,0.0003427004797806717,0.3333333333333333,0.3710691823899371,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.875,0.5555555555555556,0.0,0.2035828357172615,0.0,0.20926966292134833,0.7536231884057971,0.43333333333333335,0.25,0.39070837862505514,0.43478260869565216,0.38736935188710536,0.7692307692307693,0.805082965763495,0.35353535353535354,0.8615384615384616,0.23313792437028924,0.19464033850493653,0.4,0.5467855570233378,0.05325443786982249,0.8832297791821457,0.9080122650313291,0.7777777777777778,0.7729083665338645,0.14367738708559638,0.1641480772192685,0.26063610078479965,0.3189758437925806,0.09556740663660539,0.25555555555555554,0.31782529399259285,0.25,0.494,0.7470226761941029,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2,0.20248790601243952,0.41937046004842615,0.0,0.375,0.21241258741258742,0.0,0.3333333333333333,0.0,0.1857876712328767,0.0,0.25,0.5,0.40860215053763443,0.9066606252831898,0.5,0.0006854009595613434,0.3333333333333333,0.29559748427672955,0.0,0.23529411764705882,0.10125,0.0,0.7272727272727273,0.07678244972577697,0.5,0.6666666666666666,0.0,0.2619080683238439,0.0,0.0,0.9347826086956522,0.8666666666666667,0.5,0.42173530675758725,0.3289473684210526,0.38736935188710536,0.7692307692307693,0.8769166141566898,0.48484848484848486,0.8384615384615385,0.19667590027700832,0.3001410437235543,0.4666666666666667,0.6651805372082783,0.05325443786982249,0.9148743239679669,0.8784162111718438,0.7777777777777778,0.7700352436408213,0.07128574793363256,0.158164866797647,0.19000413052457663,0.20604019368147744,0.16695571742397966,0.3377777777777778,0.42539693195931655,0.25,0.50025,0.93261541563067,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3,0.21665514858327575,0.36610169491525424,0.0,0.375,0.0944055944055944,0.0,0.3333333333333333,0.0,0.23116438356164384,0.4657534246575342,0.25,0.25,0.4314516129032258,0.9053013140009062,0.0,0.001028101439342015,0.3333333333333333,0.24528301886792453,0.0,0.29411764705882354,0.0,0.0,0.09090909090909091,0.06398537477148081,0.5,0.6666666666666666,0.0,0.1459519511179003,0.0,0.0,0.3115942028985507,0.3333333333333333,0.0,0.3896869254648557,0.46728971962616817,0.43772491126367896,0.6923076923076923,0.8683049779458097,0.48484848484848486,0.7846153846153846,0.2059202473748631,0.31692524682651624,0.23333333333333334,0.6320453544693967,0.09467455621301775,0.8814409062800234,0.8288228236235169,0.8518518518518519,0.7065583818571867,0.07876710202564348,0.17445243233196847,0.09923585295332507,0.20593552624021402,0.186150494276795,0.17833333333333334,0.42988024906851063,0.0625,0.239375,0.30396889396620597,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4,0.28023496890117483,0.5099273607748184,0.0,0.5,0.2862762237762238,0.0,0.3333333333333333,0.0,0.20976027397260275,0.0,0.25,0.5,0.5618279569892473,0.9062075215224287,0.5,0.0013708019191226869,0.3333333333333333,0.39622641509433965,0.0,0.23529411764705882,0.21875,0.0,1.0,0.15356489945155394,0.5,0.7777777777777778,0.0,0.2987085127065685,0.0,0.1348314606741573,0.927536231884058,0.8333333333333334,0.5,0.46812500085496045,0.3588516746411483,0.38736935188710536,0.6153846153846154,0.8296576349506406,0.6363636363636364,0.6923076923076923,0.2842878309605102,0.47165021156558534,0.5333333333333333,0.7748789079700572,0.14792899408284024,0.8234259075060181,0.7213704839354753,0.6296296296296297,0.6169169475942384,0.11635809068075172,0.2706639262658103,0.23647253201156546,0.2837328457848951,0.31565065325471153,0.46444444444444444,0.584628467210455,0.25,0.5,0.9251469061965668,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
5,0.15964063579820317,0.27409200968523,0.6299212598425197,0.125,0.31993006993006995,0.0,0.3333333333333333,0.0,0.0273972602739726,0.0,0.0,0.25,0.3225806451612903,0.9030357951971001,0.5,0.0017135023989033585,0.3333333333333333,0.4025157232704403,0.0,0.17647058823529413,0.0,0.041176470588235294,0.8181818181818182,0.054844606946983544,0.5,0.4444444444444444,0.0,0.1501180391612276,0.0,0.028089887640449437,0.8768115942028986,0.75,0.75,0.4661250334450388,0.41666666666666663,0.38736935188710536,0.6923076923076923,0.9029615626969124,0.24242424242424243,0.8461538461538461,0.11743863943825292,0.1692524682651622,0.16666666666666666,0.4427014531043593,0.09467455621301775,0.901797046200727,0.8720170643914145,0.8518518518518519,0.6946061906221269,0.0506439973194749,0.10803710008946825,0.0821974390747625,0.16201205076907213,0.1040582726326743,0.13333333333333333,0.33449699573696756,0.0625,0.249125,0.8729718731566726,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6,0.469937802349689,0.0,0.0,0.375,0.5983391608391608,0.0,0.3333333333333333,0.0,0.13570205479452055,0.0,0.25,0.5,0.4274193548387097,0.9080199365654735,0.0,0.00205620287868403,0.3333333333333333,0.33962264150943394,0.0,0.0,0.11625,0.0,0.6363636363636364,0.10420475319926874,0.5,0.7777777777777778,0.0,0.3778641855297875,0.0,0.17907303370786518,0.9565217391304348,0.9166666666666666,0.25,0.4003299855481204,0.31446540880503143,0.3893344468871668,0.6923076923076923,0.7143457256878807,0.6363636363636364,0.7538461538461538,0.4257553307994589,0.3588152327221439,0.5333333333333333,0.7766402465874064,0.09467455621301775,0.7910102968141098,0.8304226103186242,0.7037037037037037,0.6929206251915415,0.2675558290750054,0.30464154900228135,0.34985543163981825,0.47486355171748024,0.1826873048907388,0.35333333333333333,0.44565472793796784,0.25,0.501,0.9550433438612996,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
7,0.2671043538355218,0.47602905569007264,0.0,0.375,0.3754370629370629,0.020969855832241154,0.3333333333333333,0.0,0.09246575342465753,0.3904109589041096,0.5,0.5,0.32526881720430106,0.8939737199818758,0.5,0.002398903358464702,0.3333333333333333,0.40602715389269833,0.0,0.23529411764705882,0.15,0.020588235294117647,0.9090909090909091,0.37294332723948814,0.625,0.6666666666666666,0.0,0.2292737119844466,0.0,0.16502808988764045,0.7318840579710145,0.38333333333333336,0.75,0.40602715389269833,0.4132231404958678,0.38736935188710536,0.6923076923076923,0.8376391514387733,0.48484848484848486,0.7846153846153846,0.2388391419184436,0.23892806770098732,0.4666666666666667,0.6543923381770145,0.09467455621301775,0.863428806713825,0.8709505399280096,0.7037037037037037,0.6976708550413729,0.10805653393514511,0.15149963825046067,0.22862453531598512,0.265413621507308,0.10579980344548502,0.2688888888888889,0.333899779575487,0.25,0.49325,0.7249083469599564,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
8,0.2377332411886662,0.3641646489104116,0.0,0.25,0.0,0.0,0.0,0.0,0.4075342465753425,0.351027397260274,0.5,0.5,0.31451612903225806,0.8749433620299049,0.0,0.0027416038382453737,0.6666666666666666,0.18867924528301888,0.0,0.17647058823529413,0.0,0.0,0.2727272727272727,0.0,0.5,0.6666666666666666,0.0,0.13192612137203166,0.0,0.06320224719101124,0.427536231884058,0.0,0.5,0.302665125151983,0.4273504273504274,0.4045639331376427,0.5384615384615384,0.8554925435832809,0.48484848484848486,0.676923076923077,0.21967403208142755,0.2310296191819464,0.4666666666666667,0.6382100396301189,0.21301775147928995,0.8108729545549176,0.8128249566724437,0.5555555555555556,0.5561599754826847,0.09050148092415254,0.13524317636199829,0.2110698058653449,0.22897395458851683,0.098920395421436,0.26,0.3159888892618576,0.25,0.48275,0.41883572639234223,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9,0.25673807878369037,0.0,0.0,0.25,0.3719405594405594,0.0,0.3333333333333333,0.0,0.059931506849315065,0.0,0.5,0.25,0.13776881720430106,0.8785681921159946,0.0,0.003084304318026045,0.6666666666666666,0.18238993710691823,0.0,1.0,0.0,0.0,0.0,0.021937842778793418,0.625,0.4444444444444444,0.0,0.11540063880016664,0.0,0.0,0.4855072463768116,0.0,0.5,0.3403292789520938,0.4878048780487805,0.4084941231377655,0.7692307692307693,0.8439403486662466,0.24242424242424243,0.8846153846153846,0.16269406686851767,0.07228490832157969,0.16666666666666666,0.4278401585204756,0.05325443786982249,0.9003474422972829,0.959005465937875,0.8888888888888888,0.7771605884155685,0.10170056966978865,0.06242925864544925,0.11121437422552664,0.24883845090802897,0.018980246993872123,0.05694444444444444,0.1389873759412798,0.0625,0.242375,0.476627541458534,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
